State,Year,Table,Measure,Characteristic Label,Format,Value
Massachusetts,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,57
Massachusetts,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,115
Massachusetts,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,460
Massachusetts,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,56
Massachusetts,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,884
Massachusetts,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,45
Massachusetts,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,1342
Massachusetts,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,183
Massachusetts,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,1419
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,23279
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,2
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,62
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,2020
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,90
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,170
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,2
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,1091
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,5
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,63
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,136
Michigan,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,1833
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,3069
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,49
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,29
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,25
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,34
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,76
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,6
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,293
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,9
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,247
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,6
Minnesota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,170
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,5262
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,3
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,44
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,58
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,7
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,255
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,4
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,517
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,4
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,170
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,153
Mississippi,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,249
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,3030
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,17
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,22
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,181
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,382
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,15
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,494
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,15
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,445
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,77
Missouri,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,262
Montana,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,1150
Montana,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,2
Montana,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,6
Montana,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,2
Montana,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,6
Montana,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,48
Montana,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,2
Montana,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,89
Montana,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,1
Montana,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,10
Nebraska,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,1933
Nebraska,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,11
Nebraska,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,5
Nebraska,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,5
Nebraska,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,85
Nebraska,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,97
Nebraska,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,5
Nebraska,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,143
Nebraska,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,22
Nebraska,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,139
Nevada,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,3491
Nevada,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,4
Nevada,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,178
Nevada,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,2
Nevada,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,4
Nevada,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,109
Nevada,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,16
Nevada,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,8
Nevada,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,163
New Hampshire,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,572
New Hampshire,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,1
New Hampshire,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,3
New Hampshire,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,27
New Hampshire,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,14
New Hampshire,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,38
New Hampshire,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,18
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,5988
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,54
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,13
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,67
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,126
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,48
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,477
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,2
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,392
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,64
New Jersey,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,287
New Mexico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,6310
New Mexico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,3
New Mexico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,9
New Mexico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,29
New Mexico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,76
New Mexico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,2
New Mexico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,394
New Mexico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,329
New Mexico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,32
New Mexico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,237
New York,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,45109
New York,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,216
New York,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,149
New York,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,211
New York,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,1229
New York,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,3232
New York,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,203
New York,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,1977
New York,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,526
North Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,1065
North Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,3
North Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,50
North Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,32
North Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,42
North Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,84
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,10930
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,25
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,59
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,100
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,3059
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,45
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,2105
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,20
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,171
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,1058
Ohio,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,1118
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,10334
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,79
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,150
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,61
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,798
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,4
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,488
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,62
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,32
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,102
Oklahoma,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,697
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,6056
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,6
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,45
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,87
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,20
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,163
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,476
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,9
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,544
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,89
Oregon,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,515
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,2302
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,17
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,17
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,39
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,13
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,675
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,109
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,724
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,11
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,455
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,64
Pennsylvania,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,12
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,4854
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,11
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,14
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,3
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,19
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,31
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,40
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,207
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,3
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,10
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,7
Puerto Rico,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,46
Rhode Island,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,1950
Rhode Island,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,30
Rhode Island,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,18
Rhode Island,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,5
Rhode Island,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,97
Rhode Island,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,51
Rhode Island,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,20
Rhode Island,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,138
Rhode Island,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,4
Rhode Island,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,151
South Carolina,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,9631
South Carolina,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,3
South Carolina,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,11
South Carolina,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,76
South Carolina,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,191
South Carolina,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,439
South Carolina,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,3
South Carolina,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,445
South Carolina,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,1
South Carolina,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,618
South Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,576
South Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,8
South Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,2
South Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,12
South Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,20
South Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,1
South Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,28
South Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,10
South Dakota,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,37
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,6256
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,11
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,17
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,561
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,83
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,1668
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,10
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,982
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,11
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,105
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,4
Tennessee,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,173
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,39464
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,306
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,29
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,153
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,1129
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,172
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,5026
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,111
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,3593
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,112
Texas,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,785
