Year,City,Sport,Discipline,Athlete_Name,Country,Gender,Event,Medal
2012,London,Hockey,Hockey,"Luchetti, Rosario",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"Maccari, Sofia",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"Merino, Delfina",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"Mutio, Florencia",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"Rebecchi, Carla",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"Rodriguez Perez, Macarena",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"Sanchez Moccia, Rocio",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"Scarone, Mariela",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"Sruoga, Daniela",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"Sruoga, Josefina",ARG,Women,Hockey,Silver
2012,London,Hockey,Hockey,"Ball, Ashleigh",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Bartlett, Laura",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Cullen, Crista",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Danson, Alex",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Macleod, Hannah",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Maguire, Emily",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Panter, Anne",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Richardson, Helen",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Rogers, Chloe",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Storry, Elizabeth",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Thomas, Sarah",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Twigg, Georgie",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Unsworth, Laura",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Walsh, Kate",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"Walton, Sally",GBR,Women,Hockey,Bronze
2012,London,Hockey,Hockey,"White, Nicola",GBR,Women,Hockey,Bronze
2012,London,Judo,Judo,"Menezes, Sarah",BRA,Women,- 48 KG,Gold
2012,London,Judo,Judo,"Dumitru, Alina",ROU,Women,- 48 KG,Silver
2012,London,Judo,Judo,"Csernoviczki, Eva",HUN,Women,- 48 KG,Bronze
2012,London,Judo,Judo,"Van Snick, Charline",BEL,Women,- 48 KG,Bronze
2012,London,Judo,Judo,"Galstyan, Arsen",RUS,Men,- 60 KG,Gold
2012,London,Judo,Judo,"Hiraoka, Hiroaki",JPN,Men,- 60 KG,Silver
2012,London,Judo,Judo,"Kitadai, Felipe",BRA,Men,- 60 KG,Bronze
2012,London,Judo,Judo,"Sobirov, Rishod",UZB,Men,- 60 KG,Bronze
2012,London,Judo,Judo,"Riner, Teddy",FRA,Men,+ 100KG,Gold
2012,London,Judo,Judo,"Mikhaylin, Alexander",RUS,Men,+ 100KG,Silver
2012,London,Judo,Judo,"Silva, Rafael",BRA,Men,+ 100KG,Bronze
2012,London,Judo,Judo,"Toelzer, Andreas",GER,Men,+ 100KG,Bronze
2012,London,Judo,Judo,"Ortiz, Idalys",CUB,Women,+ 78KG,Gold
2012,London,Judo,Judo,"Sugimoto, Mika",JPN,Women,+ 78KG,Silver
2012,London,Judo,Judo,"Bryant, Karina",GBR,Women,+ 78KG,Bronze
2012,London,Judo,Judo,"Tong, Wen",CHN,Women,+ 78KG,Bronze
2012,London,Judo,Judo,"An, Kum Ae",PRK,Women,48 - 52KG,Gold
2012,London,Judo,Judo,"Bermoy Acosta, Yanet",CUB,Women,48 - 52KG,Silver
2012,London,Judo,Judo,"Forciniti, Rosalba",ITA,Women,48 - 52KG,Bronze
2012,London,Judo,Judo,"Gneto, Priscilla",FRA,Women,48 - 52KG,Bronze
2012,London,Judo,Judo,"Matsumoto, Kaori",JPN,Women,52 - 57KG,Gold
2012,London,Judo,Judo,"Caprioriu, Corina",ROU,Women,52 - 57KG,Silver
2012,London,Judo,Judo,"Malloy, Marti",USA,Women,52 - 57KG,Bronze
2012,London,Judo,Judo,"Pavia, Automne",FRA,Women,52 - 57KG,Bronze
2012,London,Judo,Judo,"Zolnir, Urska",SLO,Women,57 - 63KG,Gold
2012,London,Judo,Judo,"Xu, Lili",CHN,Women,57 - 63KG,Silver
2012,London,Judo,Judo,"Emane, Gevrise",FRA,Women,57 - 63KG,Bronze
2012,London,Judo,Judo,"Ueno, Yoshie",JPN,Women,57 - 63KG,Bronze
2012,London,Judo,Judo,"Shavdatuashvili, Lasha",GEO,Men,60 - 66KG,Gold
2012,London,Judo,Judo,"Ungvari, Miklos",HUN,Men,60 - 66KG,Silver
2012,London,Judo,Judo,"Cho, Jun-Ho",KOR,Men,60 - 66KG,Bronze
2012,London,Judo,Judo,"Ebinuma, Masashi",JPN,Men,60 - 66KG,Bronze
2012,London,Judo,Judo,"Decosse, Lucie",FRA,Women,63 - 70KG,Gold
2012,London,Judo,Judo,"Thiele, Kerstin",GER,Women,63 - 70KG,Silver
2012,London,Judo,Judo,"Alvear, Yuri",COL,Women,63 - 70KG,Bronze
2012,London,Judo,Judo,"Bosch, Edith",NED,Women,63 - 70KG,Bronze
2012,London,Judo,Judo,"Isaev, Mansur",RUS,Men,66 - 73KG,Gold
2012,London,Judo,Judo,"Nakaya, Riki",JPN,Men,66 - 73KG,Silver
2012,London,Judo,Judo,"Legrand, Ugo",FRA,Men,66 - 73KG,Bronze
2012,London,Judo,Judo,"Sainjargal, Nyam-Ochir",MGL,Men,66 - 73KG,Bronze
2012,London,Judo,Judo,"Harrison, Kayla",USA,Women,70 - 78KG,Gold
2012,London,Judo,Judo,"Gibbons, Gemma",GBR,Women,70 - 78KG,Silver
2012,London,Judo,Judo,"Aguiar, Mayra",BRA,Women,70 - 78KG,Bronze
2012,London,Judo,Judo,"Tcheumeo, Audrey",FRA,Women,70 - 78KG,Bronze
2012,London,Judo,Judo,"Kim, Jae-Bum",KOR,Men,73 - 81KG,Gold
2012,London,Judo,Judo,"Bischof, Ole",GER,Men,73 - 81KG,Silver
2012,London,Judo,Judo,"Nifontov, Ivan",RUS,Men,73 - 81KG,Bronze
2012,London,Judo,Judo,"Valois-Fortier, Antoine",CAN,Men,73 - 81KG,Bronze
2012,London,Judo,Judo,"Song, Dae-Nam",KOR,Men,81 - 90KG,Gold
2012,London,Judo,Judo,"Gonzalez, Asley",CUB,Men,81 - 90KG,Silver
2012,London,Judo,Judo,"Iliadis, Ilias",GRE,Men,81 - 90KG,Bronze
2012,London,Judo,Judo,"Nishiyama, Masashi",JPN,Men,81 - 90KG,Bronze
2012,London,Judo,Judo,"Khaibulaev, Tagir",RUS,Men,90 - 100KG,Gold
2012,London,Judo,Judo,"Naidan, Tuvshinbayar",MGL,Men,90 - 100KG,Silver
2012,London,Judo,Judo,"Grol, Henk",NED,Men,90 - 100KG,Bronze
2012,London,Judo,Judo,"Peters, Dimitri",GER,Men,90 - 100KG,Bronze
2012,London,Modern Pentathlon,Modern Pentathlon,"Svoboda, David",CZE,Men,Individual,Gold
2012,London,Modern Pentathlon,Modern Pentathlon,"Cao, Zhongrong",CHN,Men,Individual,Silver
2012,London,Modern Pentathlon,Modern Pentathlon,"Marosi, Adam",HUN,Men,Individual,Bronze
2012,London,Modern Pentathlon,Modern Pentathlon,"Asadauskaite, Laura",LTU,Women,Individual,Gold
2012,London,Modern Pentathlon,Modern Pentathlon,"Murray, Samantha",GBR,Women,Individual,Silver
2012,London,Modern Pentathlon,Modern Pentathlon,"Marques, Yane",BRA,Women,Individual,Bronze
2012,London,Rowing,Rowing,"Gregory, Alex",GBR,Men,Coxless Four,Gold
2012,London,Rowing,Rowing,"James, Tom",GBR,Men,Coxless Four,Gold
2012,London,Rowing,Rowing,"Reed, Pete",GBR,Men,Coxless Four,Gold
2012,London,Rowing,Rowing,"Triggs Hodge, Andrew",GBR,Men,Coxless Four,Gold
2012,London,Rowing,Rowing,"Chapman, James",AUS,Men,Coxless Four,Silver
2012,London,Rowing,Rowing,"Dunkley-Smith, Joshua",AUS,Men,Coxless Four,Silver
2012,London,Rowing,Rowing,"Ginn, Drew",AUS,Men,Coxless Four,Silver
2012,London,Rowing,Rowing,"Lockwood, William",AUS,Men,Coxless Four,Silver
2012,London,Rowing,Rowing,"Cole, Charles",USA,Men,Coxless Four,Bronze
2012,London,Rowing,Rowing,"Gault, Scott",USA,Men,Coxless Four,Bronze
2012,London,Rowing,Rowing,"Ochal, Glenn",USA,Men,Coxless Four,Bronze
2012,London,Rowing,Rowing,"Rummel, Henrik",USA,Men,Coxless Four,Bronze
2012,London,Rowing,Rowing,"Bond, Hamish",NZL,Men,Coxless Pair 2-,Gold
2012,London,Rowing,Rowing,"Murray, Eric",NZL,Men,Coxless Pair 2-,Gold
2012,London,Rowing,Rowing,"Chardin, Germain",FRA,Men,Coxless Pair 2-,Silver
2012,London,Rowing,Rowing,"Mortelette, Dorian",FRA,Men,Coxless Pair 2-,Silver
2012,London,Rowing,Rowing,"Nash, George",GBR,Men,Coxless Pair 2-,Bronze
2012,London,Rowing,Rowing,"Satch, William",GBR,Men,Coxless Pair 2-,Bronze
2012,London,Rowing,Rowing,"Glover, Helen",GBR,Women,Coxless Pair 2-,Gold
2012,London,Rowing,Rowing,"Stanning, Heather",GBR,Women,Coxless Pair 2-,Gold
2012,London,Rowing,Rowing,"Hornsey, Kate",AUS,Women,Coxless Pair 2-,Silver
2012,London,Rowing,Rowing,"Outhwaite, Sarah",AUS,Women,Coxless Pair 2-,Silver
2012,London,Rowing,Rowing,"Haigh, Juliette",NZL,Women,Coxless Pair 2-,Bronze
2012,London,Rowing,Rowing,"Scown, Rebecca",NZL,Women,Coxless Pair 2-,Bronze
2012,London,Rowing,Rowing,"Cohen, Nathan",NZL,Men,Double Sculls,Gold
2012,London,Rowing,Rowing,"Sullivan, Joseph",NZL,Men,Double Sculls,Gold
2012,London,Rowing,Rowing,"Battisti, Romano",ITA,Men,Double Sculls,Silver
2012,London,Rowing,Rowing,"Sartori, Alessio",ITA,Men,Double Sculls,Silver
2012,London,Rowing,Rowing,"Cop, Iztok",SLO,Men,Double Sculls,Bronze
2012,London,Rowing,Rowing,"Spik, Luka",SLO,Men,Double Sculls,Bronze
2012,London,Rowing,Rowing,"Grainger, Katherine",GBR,Women,Double Sculls,Gold
2012,London,Rowing,Rowing,"Watkins, Anna",GBR,Women,Double Sculls,Gold
2012,London,Rowing,Rowing,"Crow, Kim",AUS,Women,Double Sculls,Silver
2012,London,Rowing,Rowing,"Pratley, Brooke",AUS,Women,Double Sculls,Silver
2012,London,Rowing,Rowing,"Fularczyk, Magdalena",POL,Women,Double Sculls,Bronze
2012,London,Rowing,Rowing,"Michalska, Julia",POL,Women,Double Sculls,Bronze
2012,London,Rowing,Rowing,"Adamski, Filip Kamil",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Johannesen, Eric",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Kuffner, Andreas",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Menningen, Florian",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Mueller, Lukas",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Reinelt, Maximilian",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Sauer, Martin",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Schmidt, Richard",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Wilke, Kristof",GER,Men,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Bergen, Gabriel",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Brown, Jeremiah",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Byrnes, Andrew",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Crothers, Will",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Csima, Douglas",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Gibson, Rob",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Howard, Malcolm",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Mccabe, Conlin",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Price, Brian",CAN,Men,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Egington, Richard",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Foad, James",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Hill, Phelan",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Langridge, Matthew",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Louloudis, Constantine",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Partridge, Alex",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Ransley, Tom",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Sbihi, Mohamed",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Searle, Greg",GBR,Men,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Cafaro, Erin",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Davies, Caryn",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Francia, Susan",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Lind, Caroline",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Lofgren, Esther",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Logan, Eleanor",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Musnicki, Meghan",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Ritzel, Taylor",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Whipple, Mary",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"Brzozowicz, Ashley",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Guloien, Krista",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Hanson, Janine",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Marquardt, Darcy",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Mastracci, Natalie",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Morin, Andreanne",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Thompson, Lesley",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Viinberg, Rachelle",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Wilkinson, Lauren",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"Achterberg, Chantal",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Belderbos, Claudia",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Bouw, Carline",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"De Groot, Sytske",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"De Haan, Annemiek",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Kingma, Nienke",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Repelaer Van Driel, Roline",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Schellekens, Anne",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Veenhoven, Jacobine",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"Brittain, Matthew",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"Ndlovu, Sizwe",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"Smith, John",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"Thompson, James",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"Bartley, Chris",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"Chambers, Peter",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"Chambers, Richard",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"Williams, Robert",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"Barsoe, Jacob",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"Ebbesen, Eskild",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"Jorgensen, Morten",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"Winther, Kasper",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"Quist, Rasmus",DEN,Men,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"Rasmussen, Mads",DEN,Men,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"Hunter, Mark",GBR,Men,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"Purchase, Zac",GBR,Men,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"Taylor, Peter",NZL,Men,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"Uru, Storm",NZL,Men,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"Copeland, Katherine",GBR,Women,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"Hosking, Sophie",GBR,Women,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"Huang, Wenyi",CHN,Women,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"Xu, Dongxiang",CHN,Women,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"Giazitzidou, Christina",GRE,Women,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"Tsiavou, Alexandra",GRE,Women,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"Grohmann, Tim",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"Schoof, Lauritz",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"Schulze, Karl",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"Wende, Phillipp",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"Martin, Damir",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"Sain, David",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"Sinkovic, Martin",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"Sinkovic, Valent",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"Forsterling, Karsten",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"Mcrae, James",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"Morgan, Christopher",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"Noonan, Daniel",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"Dementyeva, Yana",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"Dovgodko, Nataliya",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"Kozhenkova, Anastasiia",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"Tarasenko, Kateryna",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"Baer, Carina",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"Oppelt, Britta",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"Richter, Julia",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"Thiele, Annekatrin",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"Dell, Natalie",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"Kalmoe, Megan",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"Kohler, Kara",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"Martelli, Adrienne",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"Drysdale, Mahe",NZL,Men,Single Sculls,Gold
2012,London,Rowing,Rowing,"Synek, Ondrej",CZE,Men,Single Sculls,Silver
2012,London,Rowing,Rowing,"Campbell, Alan",GBR,Men,Single Sculls,Bronze
2012,London,Rowing,Rowing,"Knapkova, Mirka",CZE,Women,Single Sculls,Gold
2012,London,Rowing,Rowing,"Erichsen, Fie Udby",DEN,Women,Single Sculls,Silver
2012,London,Rowing,Rowing,"Crow, Kim",AUS,Women,Single Sculls,Bronze
2012,London,Sailing,Sailing,"Belcher, Mathew",AUS,Men,470,Gold
2012,London,Sailing,Sailing,"Page, Malcolm",AUS,Men,470,Gold
2012,London,Sailing,Sailing,"Bithell, Stuart",GBR,Men,470,Silver
2012,London,Sailing,Sailing,"Patience, Luke",GBR,Men,470,Silver
2012,London,Sailing,Sailing,"Calabrese, Lucas",ARG,Men,470,Bronze
2012,London,Sailing,Sailing,"De La Fuente, Juan",ARG,Men,470,Bronze
2012,London,Sailing,Sailing,"Aleh, Jo",NZL,Women,470,Gold
2012,London,Sailing,Sailing,"Powrie, Olivia",NZL,Women,470,Gold
2012,London,Sailing,Sailing,"Clark, Saskia",GBR,Women,470,Silver
2012,London,Sailing,Sailing,"Mills, Hannah",GBR,Women,470,Silver
2012,London,Sailing,Sailing,"Berkhout, Lobke",NED,Women,470,Bronze
2012,London,Sailing,Sailing,"Westerhof, Lisa",NED,Women,470,Bronze
2012,London,Sailing,Sailing,"Jensen, Iain",AUS,Men,49Er - Skiff,Gold
2012,London,Sailing,Sailing,"Outteridge, Nathan",AUS,Men,49Er - Skiff,Gold
2012,London,Sailing,Sailing,"Burling, Peter",NZL,Men,49Er - Skiff,Silver
2012,London,Sailing,Sailing,"Tuke, Blair",NZL,Men,49Er - Skiff,Silver
2012,London,Sailing,Sailing,"Lang, Peter",DEN,Men,49Er - Skiff,Bronze
2012,London,Sailing,Sailing,"Norregaard, Allan",DEN,Men,49Er - Skiff,Bronze
2012,London,Sailing,Sailing,"Echegoyen Dominguez, Tamara",ESP,Women,Elliott 6M,Gold
2012,London,Sailing,Sailing,"Pumariega Menendez, Angela",ESP,Women,Elliott 6M,Gold
2012,London,Sailing,Sailing,"Toro Prieto Puga, Sofia",ESP,Women,Elliott 6M,Gold
2012,London,Sailing,Sailing,"Curtis, Nina",AUS,Women,Elliott 6M,Silver
2012,London,Sailing,Sailing,"Price, Olivia",AUS,Women,Elliott 6M,Silver
2012,London,Sailing,Sailing,"Whitty, Lucinda",AUS,Women,Elliott 6M,Silver
2012,London,Sailing,Sailing,"Kanerva, Silja",FIN,Women,Elliott 6M,Bronze
2012,London,Sailing,Sailing,"Lehtinen, Silja",FIN,Women,Elliott 6M,Bronze
2012,London,Sailing,Sailing,"Wulff, Mikaela",FIN,Women,Elliott 6M,Bronze
2012,London,Sailing,Sailing,"Ainslie, Ben",GBR,Men,Finn,Gold
2012,London,Sailing,Sailing,"Hogh-Christensen, Jonas",DEN,Men,Finn,Silver
2012,London,Sailing,Sailing,"Lobert, Jonathan",FRA,Men,Finn,Bronze
2012,London,Sailing,Sailing,"Slingsby, Tom",AUS,Men,Laser,Gold
2012,London,Sailing,Sailing,"Kontides, Pavlos",CYP,Men,Laser,Silver
2012,London,Sailing,Sailing,"Myrgren, Rasmus",SWE,Men,Laser,Bronze
2012,London,Sailing,Sailing,"Xu, Lijia",CHN,Women,Laser Radial,Gold
2012,London,Sailing,Sailing,"Bouwmeester, Marit",NED,Women,Laser Radial,Silver
2012,London,Sailing,Sailing,"Van Acker, Evi",BEL,Women,Laser Radial,Bronze
2012,London,Sailing,Sailing,"Van Rijsselberge, Dorian",NED,Men,Rs:X,Gold
2012,London,Sailing,Sailing,"Dempsey, Nick",GBR,Men,Rs:X,Silver
2012,London,Sailing,Sailing,"Miarczynski, Przemyslaw",POL,Men,Rs:X,Bronze
2012,London,Sailing,Sailing,"Alabau, Marina",ESP,Women,Rs:X,Gold
2012,London,Sailing,Sailing,"Petaja, Tuuli",FIN,Women,Rs:X,Silver
2012,London,Sailing,Sailing,"Klepacka, Zofia",POL,Women,Rs:X,Bronze
2012,London,Sailing,Sailing,"Lööf, Fredrik",SWE,Men,Star,Gold
2012,London,Sailing,Sailing,"Salminen, Max",SWE,Men,Star,Gold
2012,London,Sailing,Sailing,"Percy, Iain",GBR,Men,Star,Silver
2012,London,Sailing,Sailing,"Simpson, Andrew",GBR,Men,Star,Silver
2012,London,Sailing,Sailing,"Prada, Bruno",BRA,Men,Star,Bronze
2012,London,Sailing,Sailing,"Scheidt, Robert",BRA,Men,Star,Bronze
2012,London,Shooting,Shooting,"Jin, Jongoh",KOR,Men,10M Air Pistol,Gold
2012,London,Shooting,Shooting,"Tesconi, Luca",ITA,Men,10M Air Pistol,Silver
2012,London,Shooting,Shooting,"Zlatic, Andrija",SRB,Men,10M Air Pistol,Bronze
2012,London,Shooting,Shooting,"Guo, Wenjun",CHN,Women,10M Air Pistol,Gold
2012,London,Shooting,Shooting,"Goberville, Celine",FRA,Women,10M Air Pistol,Silver
2012,London,Shooting,Shooting,"Kostevych, Olena",UKR,Women,10M Air Pistol,Bronze
2012,London,Shooting,Shooting,"Moldoveanu, Alin George",ROU,Men,10M Air Rifle,Gold
2012,London,Shooting,Shooting,"Campriani, Niccolo",ITA,Men,10M Air Rifle,Silver
2012,London,Shooting,Shooting,"Narang, Gagan",IND,Men,10M Air Rifle,Bronze
2012,London,Shooting,Shooting,"Yi, Siling",CHN,Women,10M Air Rifle,Gold
2012,London,Shooting,Shooting,"Bogacka, Sylwia",POL,Women,10M Air Rifle,Silver
2012,London,Shooting,Shooting,"Yu, Dan",CHN,Women,10M Air Rifle,Bronze
2012,London,Shooting,Shooting,"Kim, Jangmi",KOR,Women,25M Pistol,Gold
2012,London,Shooting,Shooting,"Chen, Ying",CHN,Women,25M Pistol,Silver
2012,London,Shooting,Shooting,"Kostevych, Olena",UKR,Women,25M Pistol,Bronze
2012,London,Shooting,Shooting,"Pupo, Leuris",CUB,Men,25M Rapid Pistol,Gold
2012,London,Shooting,Shooting,"Kumar, Vijay",IND,Men,25M Rapid Pistol,Silver
2012,London,Shooting,Shooting,"Ding, Feng",CHN,Men,25M Rapid Pistol,Bronze
2012,London,Shooting,Shooting,"Jin, Jongoh",KOR,Men,50M Pistol,Gold
2012,London,Shooting,Shooting,"Choi, Young Rae",KOR,Men,50M Pistol,Silver
2012,London,Shooting,Shooting,"Wang, Zhiwei",CHN,Men,50M Pistol,Bronze
2012,London,Shooting,Shooting,"Campriani, Niccolo",ITA,Men,50M Rifle 3 Positions,Gold
2012,London,Shooting,Shooting,"Kim, Jonghyun",KOR,Men,50M Rifle 3 Positions,Silver
2012,London,Shooting,Shooting,"Emmons, Matthew",USA,Men,50M Rifle 3 Positions,Bronze
2012,London,Shooting,Shooting,"Gray, Jamie Lynn",USA,Women,50M Rifle 3 Positions,Gold
2012,London,Shooting,Shooting,"Maksimovic, Ivana",SRB,Women,50M Rifle 3 Positions,Silver
2012,London,Shooting,Shooting,"Sykorova, Adela",CZE,Women,50M Rifle 3 Positions,Bronze
2012,London,Shooting,Shooting,"Martynov, Sergei",BLR,Men,50M Rifle Prone,Gold
2012,London,Shooting,Shooting,"Cox, Lionel",BEL,Men,50M Rifle Prone,Silver
